05451384	0
04958634	1
00620424	2
09887034	3
12149144	4
03257343	5
02757462	6
03757925	7
02453611	8
14108324	9
04455250	10
09221571	11
00366858	12
01353226	13
02125409	14
06732925	15
00661213	16
01446901	17
03606572	18
02935387	19
11751765	20
13649054	21
02703438	22
13631194	23
11538935	24
02935658	25
02703432	26
05387167	27
07167578	28
07708512	29
00317594	30
12065777	31
10504206	32
01854415	33
00961736	34
01930482	35
08759986	36
13984082	37
00084107	38
01989562	39
14313440	40
01006421	41
00969506	42
10299700	43
00062397	44
02469443	45
00115803	46
02246166	47
06034611	48
00050652	49
04010205	50
01741744	51
05802730	52
09821253	53
08787049	54
13896369	55
01095753	56
12293723	57
01215137	58
10702615	59
05841151	60
13052931	61
07230227	62
12447891	63
01589056	64
12450840	65
08118039	66
13191318	67
02225577	68
07228211	69
13035707	70
11030025	71
09137682	72
07331210	73
00757080	74
04922787	75
09255343	76
10731848	77
05985381	78
01500372	79
02848216	80
02884456	81
01016626	82
12727301	83
07448232	84
00058401	85
01612122	86
13151820	87
02895606	88
13860793	89
11895980	90
00009373	91
01473990	92
15271732	93
13658828	94
09780676	95
12121405	96
02468793	97
02414578	98
03844550	99
01792955	100
11416087	101
09784564	102
00452512	103
02601921	104
07495551	105
05023233	106
10705345	107
06564387	108
02637202	109
02040049	110
08479615	111
14197468	112
02344568	113
09102517	114
14476852	115
00468791	116
01374767	117
01722077	118
03837157	119
06591442	120
14739360	121
03018971	122
09322087	123
01476483	124
06376572	125
10087080	126
06729864	127
03002555	128
04882968	129
04292572	130
09790278	131
02859184	132
00024649	133
13665965	134
03966751	135
00669366	136
07491708	137
01083645	138
13456715	139
04209239	140
13112664	141
02318915	142
09013353	143
01578993	144
02582042	145
01476154	146
00889472	147
05953614	148
11726925	149
07900406	150
09708405	151
00888786	152
05194578	153
02003601	154
04434932	155
15299367	156
00954311	157
08024408	158
01457576	159
07467846	160
01732921	161
03207305	162
03132261	163
02359775	164
10079399	165
00335384	166
10462860	167
11453016	168
00570003	169
01935846	170
01323338	171
03594734	172
01330822	173
08852389	174
02269196	175
10707233	176
12094121	177
14544672	178
03839795	179
13632164	180
06248214	181
04081844	182
04322026	183
05398609	184
09064264	185
02044866	186
14521648	187
10438172	188
11288216	189
02643872	190
02581803	191
00021265	192
01886488	193
03282060	194
01105737	195
07020239	196
01461646	197
01158543	198
02962200	199
02532079	200
07542675	201
00513597	202
07893891	203
12386945	204
07791663	205
00464651	206
01730384	207
00940214	208
13975037	209
09190918	210
00208497	211
04963588	212
05474976	213
05124928	214
00466651	215
00025203	216
01610226	217
06088995	218
01455141	219
08860001	220
13327676	221
02258291	222
02034129	223
07519253	224
07236077	225
10639925	226
05868954	227
11659909	228
05542193	229
09066534	230
01338908	231
05861855	232
00818170	233
11800565	234
05368100	235
02084732	236
14419510	237
01943406	238
01874784	239
04897762	240
03538634	241
03451909	242
01859325	243
00162688	244
01385170	245
07187996	246
01913237	247
08223802	248
06436939	249
06226934	250
08720481	251
01254685	252
15228378	253
06256697	254
05615373	255
00912001	256
09899782	257
07030718	258
00498530	259
07668702	260
07093489	261
02529111	262
05951566	263
12370011	264
06021247	265
02558980	266
00172732	267
14066492	268
05505131	269
02019431	270
06149484	271
09961739	272
14283632	273
00965606	274
05703429	275
10401639	276
12249993	277
12882779	278
02050004	279
00846344	280
02507968	281
01229071	282
12309403	283
00156601	284
04105893	285
02025530	286
04176068	287
00711550	288
12766869	289
01171183	290
09168020	291
00575970	292
12301180	293
02112029	294
00611802	295
06825996	296
03032576	297
03577090	298
07513508	299
08143486	300
01302449	301
12615710	302
05277532	303
02570062	304
10380672	305
09091398	306
12507379	307
04984514	308
05332225	309
06338908	310
12225769	311
08303692	312
10645392	313
03611590	314
03485655	315
02328942	316
00560391	317
00840751	318
09610255	319
03048412	320
05714894	321
00200863	322
08984788	323
00740053	324
07149836	325
11206544	326
15267945	327
02124748	328
15185290	329
00096520	330
11764231	331
03108623	332
03265874	333
11735570	334
08423634	335
02822865	336
02203739	337
03167978	338
03116767	339
13881175	340
04214871	341
14693733	342
00441212	343
11448343	344
10452752	345
07750586	346
02570684	347
05232691	348
01063188	349
12888733	350
12900462	351
14230800	352
02208265	353
14040071	354
07757602	355
03739327	356
05341920	357
00104249	358
07185668	359
00058337	360
07886176	361
04179385	362
02202509	363
08015321	364
00660571	365
00912822	366
01268112	367
07299569	368
00093979	369
08594714	370
04628080	371
07051185	372
10388924	373
00649481	374
01994492	375
00649482	376
06828389	377
00411792	378
01967205	379
00464513	380
02147452	381
07257227	382
00492677	383
00663894	384
13289845	385
01028079	386
04977247	387
13285176	388
06699225	389
00565279	390
08230219	391
02219901	392
02751623	393
00964569	394
00181781	395
14992613	396
02673637	397
11999958	398
12295560	399
00192051	400
10191192	401
01287242	402
09145083	403
00094312	404
02234781	405
12182858	406
02858304	407
12130759	408
01827658	409
01354006	410
01851375	411
08679972	412
02429810	413
06325826	414
08841209	415
09038439	416
00891850	417
06545137	418
00013160	419
00351638	420
06663617	421
15234764	422
08426461	423
